Gender,Manager Level,Title,Age,Education Degree,Confident,Capable,Efficient,Intelligent,Friendly,Trustworthy,Warm,Sincere,Jealous,Envious,Admiring,Proud,Inspired,Angry,Disgusted,Hateful,Frustrated,Ashamed,Pity,Sympathy
Male,Middle,Assistant Manager,54,PhD,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Strongly Agree
Male,Middle,Board Member,59,MBA,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree
Female,Level,Supervisor,48,Bachelor,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
Male,Level,C-Level,47,MBA,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree
Male,Middle,Board Member,42,Bachelor,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree
Male,Middle,C-Level,45,PhD,Neutral,Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Disagree
Male,Middle,Vice-president,48,Master,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree
Female,Middle,C-Level,51,MBA,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral
Female,Top,Supervisor,42,PhD,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
Female,Middle,Vice-president,44,PhD,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree
Female,Level,Organizational Manager,59,MBA,Neutral,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree
Male,Middle,C-Level,39,Bachelor,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Disagree
Female,Top,Organizational Manager,52,Master,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Agree,Agree
Female,Top,Board Member,49,Master,Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Agree
Female,Top,Supervisor,50,Master,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral
Female,Level,Board Member,52,Master,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral
Female,Level,Organizational Manager,52,PhD,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Disagree
Male,Top,Supervisor,59,Master,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree
Male,Middle,Vice-president,53,PhD,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral
Female,Top,Supervisor,54,Master,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
Male,Middle,Assistant Manager,57,Bachelor,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree
Female,Level,Supervisor,50,Master,Strongly Disagree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree
Male,Middle,Assistant Manager,40,Master,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Neutral,Agree
Male,Level,Organizational Manager,56,MBA,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Strongly Agree
Female,Middle,C-Level,52,PhD,Neutral,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree
Female,Level,Assistant Manager,59,PhD,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly Disagree
Male,Top,C-Level,53,MBA,Strongly Disagree,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral
Female,Top,C-Level,39,PhD,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree
Male,Level,Assistant Manager,40,Master,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree
Female,Middle,President,57,Bachelor,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree
Female,Top,Organizational Manager,40,PhD,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree
Female,Level,Board Member,47,Bachelor,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral
Male,Top,Board Member,56,PhD,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree
Female,Level,Assistant Manager,59,Bachelor,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree
Male,Level,Assistant Manager,41,Bachelor,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral
Female,Middle,C-Level,47,MBA,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree
Male,Middle,President,41,Bachelor,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree
Female,Level,Assistant Manager,56,PhD,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Male,Level,President,43,PhD,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral
Male,Top,Assistant Manager,50,Master,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral
Female,Level,C-Level,52,MBA,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral
Female,Middle,Assistant Manager,57,MBA,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral
Male,Top,Vice-president,57,Master,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral
Female,Middle,Organizational Manager,41,MBA,Neutral,Neutral,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral
Male,Level,Vice-president,58,Bachelor,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree
Male,Level,Supervisor,58,MBA,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree
Female,Level,Assistant Manager,56,MBA,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral
Female,Middle,Organizational Manager,58,MBA,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Agree
Male,Level,Organizational Manager,45,Bachelor,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
Male,Middle,Organizational Manager,47,Master,Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral
Male,Middle,Vice-president,59,MBA,Neutral,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral
Female,Top,Assistant Manager,44,Master,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree
Female,Top,Vice-president,44,Bachelor,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral
Male,Middle,Organizational Manager,38,Master,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree
Female,Top,Organizational Manager,55,MBA,Neutral,Strongly Disagree,Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree
Male,Top,Board Member,58,MBA,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree
Male,Top,Vice-president,55,Master,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree
Male,Top,Vice-president,55,PhD,Neutral,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree
Female,Middle,Assistant Manager,55,Bachelor,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Agree,Disagree
Male,Top,President,55,PhD,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree
Male,Top,Board Member,54,PhD,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree
Male,Middle,Board Member,49,PhD,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Agree
Male,Level,Assistant Manager,43,Bachelor,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral
Female,Top,Board Member,49,PhD,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Agree
Female,Level,President,38,Bachelor,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree
Female,Top,Supervisor,48,Bachelor,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
Male,Level,Supervisor,42,PhD,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree
Female,Top,C-Level,42,MBA,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree
Male,Middle,President,46,Master,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree
Female,Middle,Vice-president,42,Bachelor,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Agree,Agree,Disagree,Disagree
Female,Middle,Supervisor,42,Bachelor,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral
Female,Middle,Vice-president,46,MBA,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree
Male,Top,Supervisor,57,Bachelor,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Agree
Male,Top,Supervisor,49,Bachelor,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree
Male,Top,President,51,Bachelor,Disagree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
Female,Middle,Assistant Manager,54,Master,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral
Female,Top,Organizational Manager,41,MBA,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree
Male,Top,President,39,Bachelor,Strongly Disagree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree
Male,Middle,Vice-president,59,Bachelor,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Disagree
Female,Top,Assistant Manager,48,PhD,Agree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree
Female,Top,Board Member,39,PhD,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree
Male,Middle,President,38,PhD,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Neutral
Male,Top,Supervisor,51,Bachelor,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree
Male,Level,Board Member,46,Master,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Disagree
Male,Middle,President,54,PhD,Disagree,Strongly Disagree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree
Male,Middle,Vice-president,48,MBA,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Neutral,Neutral,Strongly Disagree
Male,Level,Board Member,57,MBA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree
Female,Level,Assistant Manager,45,MBA,Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
Female,Level,Supervisor,49,MBA,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Disagree
Female,Level,C-Level,55,MBA,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree
Male,Level,President,38,Master,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral
Male,Middle,Supervisor,58,Master,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree
Female,Middle,Supervisor,38,Bachelor,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral
Male,Top,C-Level,54,MBA,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Agree
Female,Level,Assistant Manager,50,Bachelor,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly Agree
Female,Level,Vice-president,51,Bachelor,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree
Female,Top,C-Level,43,PhD,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Agree
